rank	ru	en	pos
4281	взя'тка	bribe	Nf
4282	ую'тный	comfortable, cosy	A
4283	сооте'чественник	compatriot	Nm
4284	зало'жник	hostage	Nm
4285	компози'тор	composer	Nm
4286	дви'гать	move	V
4287	жи'тельство	residence	Nn
4288	инти'мный	intimate	A
4289	вы'дача	extradition, release, issue	Nf
4290	рю'мка	shotglass, shot	Nf
4291	коло'нка	column, speaker	Nf
4292	глу'по	foolish(ly)	Adv
4293	отры'вок	fragment, passage	Nm
4294	пе'чка	stove	Nf
4295	тигр	tiger	Nm
4296	фото'граф	photographer	Nm
4297	ИТ	IT	Nf
4298	деле'ние	division	Nn
4299	ввод	input, bringing in	Nm
4300	юбиле'й	anniversary	Nm
4301	нелёгкий	difficult	A
4302	витри'на	showcase	Nf
4303	сала'т	salad	Nm
4304	спра'вочник	directory	Nm
4305	ана'лог	analogue	Nm
4306	официа'нт	waiter	Nm
4307	влады'ка	sovereign, ruler	Nm
4308	и'збранный	elected, selected	A
4309	щено'к	puppy	Nm
4310	пла'вание	swimming	Nn
4311	вертика'льный	vertical, upright	A
4312	да'льше	further, longer	Adv
4313	электри'чество	electricity	Nn
4314	расписа'ние	timetable, schedule	Nn
4315	оби'дно	pity, offended	Adv
4316	нева'жный	unimportant, bad	A
4317	пиро'г	pie	Nm
4318	безу'мие	madness, frenzy	Nn
4319	ска'чивать	download	V
4320	вели'чие	greatness, splendour	Nn
4321	певе'ц	singer	Nm
4322	серди'ться	be angry	V
4323	тетра'дь	notebook, exercise book	Nf
4324	дое'хать	reach, get	V
4325	шуме'ть	make a noise, be noisy	V
4326	бана'льный	banal	A
4327	энерги'чный	energetic	A
4328	вложе'ние	investment	Nn
4329	олимпиа'да	Olympics, Olympiad	Nf
4330	армяни'н	Armenian	Nm
4331	клавиату'ра	keyboard	Nf
4332	медсестра'	nurse	Nf
4333	буке'т	bouquet	Nm
4334	вдова'	widow	Nf
4335	европе'ец	European	Nm
4336	меньшинство'	minority	Nn
4337	обло'жка	cover	Nf
4338	бе'шеный	rabid, frantic	A
4339	купа'ться	bathe	V
4340	бал	ball	Nm
4341	ссо'ра	quarrel, row	Nf
4342	во'семьдесят	eighty	Num
4343	влюбле'нный	in love	A
4344	кран	tap	Nm
4345	любова'ться	admire	V
4346	тря'пка	cloth	Nf
4347	пла'тный	paid, pay	A
4348	апте'ка	pharmacy	Nf
4349	треуго'льник	triangle	Nm
4350	заплани'ровать	plan	V
4351	аппети'т	appetite	Nm
4352	презервати'в	condom	Nm
4353	детекти'в	detective	Nm
4354	напуга'ть	scare, frighten	V
4355	чече'нец	Chechen	Nm
4356	доброво'льный	voluntary	A
4357	кошелёк	purse	Nm
4358	непра'вда	lie	Nf
4359	витами'н	vitamin	Nm
4360	простыня'	bed sheet	Nf
4361	наименова'ние	name	Nn
4362	фотоаппара'т	camera	Nm
4363	чи'стить	clean	V
4364	девяно'сто	ninety	Num
4365	теря'ться	be lost	V
4366	пятьсо'т	five hundred	Num
4367	увлека'ться	be enthusiastic	V
4368	вари'ть	cook, boil, make	V
4369	сме'лость	courage	Nf
4370	капу'ста	cabbage	Nf
4371	гла'дить	iron, stroke 	V
4372	обе'дать	have lunch	V
4373	уменьша'ться	decrease, be reduced	V
4374	тро'йка	figure of three, group of three,  mark of three	Nf
4375	дру'жно	amicably, all at once	Adv
4376	лить	pour	V
4377	диза'йнер	designer	Nm
4378	путеше'ственник	traveller	Nm
4379	блонди'нка	blonde	Nf
4380	бег	run, race	Nm
4381	дырка	hole	Nf
4382	исла'мский	Islamic	A
4383	пове'рх	over	Prep
4384	туристи'ческий	tourist	A
4385	КПРФ	Communist Party of the Russian  Federation	Nf
4386	ёлка	(Christmas) tree, spruce	Nf
4387	по'ртить	spoil	V
4388	спи'чка	match	Nf
4389	прогла'тывать	swallow	V
4390	электроэне'ргия	electric power	Nf
4391	предло'г	excuse, preposition	Nm
4392	олимпи'йский	Olympic	A
4393	извиня'ться	apologize	V
4394	холл	hall	Nm
4395	ворова'ть	steal	V
4396	сочу'вствие	sympathy	Nn
4397	шу'мный	noisy	A
4398	прила'вок	counter	Nm
4399	ре'вность	jealousy	Nf
4400	доброта'	kindness	Nf
4401	мотоци'кл	motorcycle	Nm
4402	закры'тие	closing	Nn
4403	кипе'ть	boil	V
4404	тури'зм	tourism	Nm
4405	разводи'ться	get divorced	V
4406	кани'кулы	vacation, holidays	N-
4407	пожа'рный	fire-fighter	N-
4408	пульт	control panel, remote control	Nm
4409	кла'ссика	classics	Nf
4410	удостовере'ние	certificate	Nn
4411	ве'ко	eyelid	Nn
4412	футбо'льный	football	A
4413	по'люс	pole	Nm
4414	насеко'мое	insect	Nn
4415	жи'дкий	liquid	A
4416	гроза'	storm	Nf
4417	октя'брьский	October	A
4418	разноцве'тный	multi-coloured	A
4419	ска'зочный	fairy-tale	A
4420	ча'йный	tea	A
4421	впра'во	to the right	Adv
4422	энциклопе'дия	encyclopaedia	Nf
4423	прорабо'тать	work, work out	V
4424	то'рмоз	brake	Nm
4425	увезти'	take away	V
4426	буди'ть	wake	V
4427	ноль	zero, null	Nm
4428	разреша'ться	be allowed, be solved	V
4429	при'нтер	printer	Nm
4430	уха'живать	care for, take care, court	V
4431	начина'ющий	amateur	A
4432	бело'к	protein	Nm
4433	моро'женое	ice-cream	Nn
4434	таба'к	tobacco	Nm
4435	уси'ливаться	strengthen, get stronger	V
4436	отме'тка	mark	Nf
4437	трусы'	pants, boxers	N-
4438	ве'жливый	polite	A
4439	вле'во	to the left	Adv
4440	по'вар	chef, cook	Nm
4441	у'стный	oral	A
4442	изве'стность	celebrity, fame	Nf
4443	мусульма'нский	Muslim	A
4444	пе'на	foam	Nf
4445	Бу'дда	Buddha	Nm
4446	настоя'щее	present	Nn
4447	огуре'ц	cucumber	Nm
4448	подоко'нник	windowsill	Nm
4449	постуча'ть	knock	V
4450	телекана'л	TV channel	Nm
4451	толщина'	thickness	Nf
4452	ни'зко	low	Adv
4453	пле'нный	captive, prisoner	Nm
4454	три'жды	three times	Adv
4455	бага'ж	luggage	Nm
4456	веб	web	Nf
4457	глаго'л	verb	Nm
4458	жева'ть	chew	V
4459	за'втрашний	tomorrow’s	A
4460	откры'тка	postcard	Nf
4461	ВИЧ	HIV	Nm
4462	реко'рд	record	Nm
4463	электри'чка	train	Nf
4464	проща'ние	farewell	Nn
4465	цирк	circus	Nm
4466	приземля'ться	land	V
4467	см	cm, centimetre	Nm
4468	ни'щий	beggar	N-
4469	посы'лка	parcel	Nf
4470	ве'рующий	believer	Nm
4471	ха'кер	hacker	Nm
4472	встре'чный	counter, oncoming	A
4473	геогра'фия	geography	Nf
4474	сбо'рная	team	Nf
4475	вероя'тно	probably	Adv
4476	перекрёсток	crossroads	Nm
4477	поздравле'ние	congratulation,   greetings	Nn
4478	го'рько	bitter	Adv
4479	тера'кт	terrorist attack	Nm
4480	заинтересова'ться	become interested	V
4481	крем	cream	Nm
4482	близне'ц	twin	Nm
4483	горячо'	hot	Adv
4484	перее'зд	move, railway crossing	Nm
4485	бале'т	ballet	Nm
4486	биоло'гия	biology	Nf
4487	хвали'ть	praise	V
4488	дежу'рный	on duty	N-
4489	джи'нсы	jeans	N-
4490	стадио'н	stadium	Nm
4491	прохла'дный	cool	A
4492	документа'льный	documentary	A
4493	комфо'рт	comfort	Nm
4494	факс	fax	Nm
4495	перено'с	hyphen, transfer	Nm
4496	стира'ть	wash, wipe	V
4497	запасно'й	spare	A
4498	со'нный	sleepy	A
4499	ненадо'лго	for a (short) while,   not for long	Adv
4500	гимн	hymn, anthem	Nm
4501	шестна'дцать	sixteen	Num
4502	бульва'р	alley	Nm
4503	присни'ться	have a dream (nightmare)	V
4504	бокс	boxing	Nm
4505	патрио'т	patriot	Nm
4506	деся'тка	ten, figure of ten, ten rubles	Nf
4507	шёлковый	silk	A
4508	шить	sew	V
4509	убо'рка	clean, cleaning, harvest	Nf
4510	двадца'тый	twentieth	Num
4511	промолча'ть	remain silent	V
4512	нару'жный	exterior, outside	A
4513	прихо'жая	hallway	Nf
4514	университе'тский	university	A
4515	оре'х	nut	Nm
4516	тормози'ть	brake, freeze (slang)	V
4517	взве'шивать	weigh	V
4518	котёнок	kitten	Nm
4519	ра'ковина	shell, sink	Nf
4520	ви'лка	fork	Nf
4521	страхо'вка	insurance	Nf
4522	аккура'тный	neat, exact	A
4523	целова'ться	kiss	V
4524	сча'стливо	happily, good luck	Adv
4525	скульпту'ра	sculpture	Nf
4526	стоп	stop	I
4527	чита'ться	be read, be pronounced	V
4528	скамья'	bench	Nf
4529	неприя'тно	unpleasantly	Adv
4530	пу'говица	button	Nf
4531	шокола'д	chocolate	Nm
4532	террористи'ческий	terrorist	A
4533	вино'вный	guilty	A
4534	лени'вый	lazy	A
4535	оптими'зм	optimism	Nm
4536	восемна'дцать	eighteen	Num
4537	ша'хматы	chess	N-
4538	африка'нский	African	A
4539	ги'бнуть	die	V
4540	уко'л	injection	Nm
4541	раздава'ть	distribute, hand out	V
4542	ве'шать	hang	V
4543	лы'жа	ski	Nf
4544	пра'вильность	accuracy	Nf
4545	Вене'ра	Venus	Nf
4546	обуча'ться	learn, be trained	V
4547	племя'нник	nephew	Nm
4548	анте'нна	antenna	Nf
4549	попола'м	fifty-fifty, in half	Adv
4550	воспита'тель	nursery teacher	Nm
4551	взлёт	take-off	Nm
4552	приве'тствие	greeting	Nn
4553	извине'ние	excuse, apology	Nn
4554	про'пуск	pass, permit, absence	Nm
4555	классик	classical author	Nm
4556	поликли'ника	outpatient clinic	Nf
4557	грипп	flu	Nm
4558	неудо'бно	uncomfortable, uneasy	Adv
4559	указа'тель	road sign, sign, mark	Nm
4560	алкого'льный	alcoholic	A
4561	тёща	mother-in-law	Nf
4562	я'года	berry	Nf
4563	продлева'ть	prolong	V
4564	испу'г	fright	Nm
4565	конте'йнер	container, box, skip	Nm
4566	лы'сый	bald	A
4567	причёска	hairstyle, haircut	Nf
4568	пра'здновать	celebrate	V
4569	различа'ться	differ	V
4570	сы'тый	satiated, be full	A
4571	бутербро'д	open sandwich	Nm
4572	кома'р	mosquito	Nm
4573	четы'рнадцать	fourteen	Num
4574	выдыха'ть	exhale, breathe out	V
4575	студе'нтка	student (female)	Nf
4576	диктова'ть	dictate	V
4577	каблу'к	heel	Nm
4578	ку'хонный	kitchen	A
4579	назе'мный	ground, overground	A
4580	моби'льник	mobile phone	Nm
4581	мо'стик	small bridge, command bridge	Nm
4582	аре'на	arena, stage	Nf
4583	зубно'й	dental, tooth	A
4584	казино'	casino	Nn
4585	дога'дка	guess, speculation, suspicion	Nf
4586	абза'ц	paragraph	Nm
4587	эконо'мить	save	V
4588	ня'ня	nanny, nurse	Nf
4589	тост	toast	Nm
4590	вблизи'	nearby, close up	Prep
4591	уме'ренный	moderate	A
4592	дискоте'ка	disco	Nf
4593	несправедли'вый	unfair	A
4594	солёный	salt(y)	A
4595	купе'	compartment, coupe	Nn
4596	су'ша	(dry) land	Nf
4597	град	hail	Nm
4598	комплиме'нт	compliment	Nm
4599	бланк	form	Nm
4600	Па'сха	Easter	Nf
4601	голла'ндский	Dutch	A
4602	моде'м	modem	Nm
4603	ре'ктор	rector	Nm
4604	земля'к	fellow countryman	Nm
4605	нулево'й	zero, no	A
4606	неме'дленный	immediate	A
4607	расти'тельный	vegetable	A
4608	те'сто	dough	Nn
4609	карто'фель	potatoes	Nm
4610	зарегистри'роваться	register, check in	V
4611	пятёрка	figure of five, group of five,  grade five (= E), five roubles	Nf
4612	вну'чка	granddaughter	Nf
4613	пле'ер	portable disk or tape player,  walkman	Nm
4614	часово'й	security guard	N-
4615	куре'ние	smoking	Nn
4616	семна'дцать	seventeen	Num
4617	азиа'тский	Asian	A
4618	аккумуля'тор	rechargeable battery	Nm
4619	коро'на	crown	Nf
4620	украи'нец	Ukrainian	Nm
4621	блокно'т	notebook	Nm
4622	заку'ска	appetizer, snack	Nf
4623	по'черк	handwriting	Nm
4624	суперма'ркет	supermarket	Nm
4625	коза'	goat, she-goat	Nf
4626	перело'м	bone fracture, turning point	Nm
4627	ве'сить	weigh	V
4628	ма'йка	T-shirt	Nf
4629	унита'з	toilet bowl	Nm
4630	ресни'ца	eyelash	Nf
4631	слог	syllable	Nm
4632	торт	cake	Nm
4633	финн	Finn	Nm
4634	жа'дный	greedy	A
4635	несовершенноле'тний	minor, juvenile	A
4636	магнитофо'н	tape recorder	Nm
4637	самостоя'тельность	independence	Nf
4638	пя'тка	heel	Nf
4639	развито'й	developed	A
4640	прова'йдер	provider	Nm
4641	чат	chat room, chat	Nm
4642	лине'йка	ruler	Nf
4643	ненорма'льный	abnormal	A
4644	патриоти'зм	patriotism	Nm
4645	цент	cent	Nm
4646	вы'веска	sign, signboard	Nf
4647	дворяни'н	nobleman	Nm
4648	трина'дцать	thirteen	Num
4649	въезд	entrance	Nm
4650	загрязне'ние	pollution	Nn
4651	ры'бный	fish	A
4652	чек	cheque	Nm
4653	тролле'йбус	trolley bus	Nm
4654	непонима'ние	misunderstanding,   lack of understanding	Nn
4655	ПК	PC	Nm
4656	корм	feed	Nm
4657	зоопа'рк	zoo	Nm
4658	певи'ца	singer (female)	Nf
4659	греме'ть	thunder	V
4660	занаве'ска	curtain	Nf
4661	кастрю'ля	saucepan	Nf
4662	сви'тер	sweater	Nm
4663	помидо'р	tomato	Nm
4664	за'мужем	married (woman)	Adv
4665	плыть	swim, sail	V
4666	пра'зднование	celebration	Nn
4667	су'хо	dry(ly)	Adv
4668	низ	bottom	Nm
4669	моноло'г	monologue	Nm
4670	повыша'ться	rise	V
4671	зять	son-in-law	Nm
4672	подно'с	tray	Nm
4673	автомаши'на	car	Nf
4674	уби'тый	murdered, killed	N-
4675	фиоле'товый	purple	A
4676	сбо'ку	at the side	Adv
4677	ва'за	vase, bowl	Nf
4678	выпрямля'ться	straighten up	V
4679	доба'вка	supplement, addition, more	Nf
4680	светло'	light	Adv
4681	развя'зывать	untie	V
4682	профессионали'зм	professionalism	Nm
4683	пе'рец	pepper	Nm
4684	быстрота'	speed	Nf
4685	полуо'стров	peninsula	Nm
4686	измеря'ть	measure	V
4687	блог	blog	Nm
4688	отхо'ды	waste, refuse	N-
4689	некраси'вый	not attractive	A
4690	жа'реный	roasted, fried	A
4691	кокте'йль	cocktail, shake	Nm
4692	пешехо'д	pedestrian	Nm
4693	нелегко'	with difficulty, hard	Adv
4694	иуде'й	orthodox Jew	Nm
4695	посло'вица	saying	Nf
4696	буфе'т	cafeteria, sideboard	Nm
4697	грамма'тика	grammar	Nf
4698	по'дданный	national, subject	Nm
4699	боксёр	boxer	Nm
4700	па'рта	school desk	Nf
4701	стипе'ндия	scholarship	Nf
4702	лень	laziness	Adv
4703	бана'н	banana	Nm
4704	отопле'ние	heating	Nn
4705	ра'дуга	rainbow	Nf
4706	кио'ск	small shop, kiosk	Nm
4707	поле'зность	usefulness, utility	Nf
4708	вака'нсия	vacancy	Nf
4709	продавщи'ца	shop assistant (female)	Nf
4710	брошю'ра	brochure	Nf
4711	алфави'т	alphabet	Nm
4712	однокла'ссник	schoolmate	Nm
4713	сла'дко	sweet(ly)	Adv
4714	негро'мко	not loud, quietly	Adv
4715	втроём	three (people)	Adv
4716	испа'нец	Spaniard	Nm
4717	гид	(tour) guide	Nm
4718	у'жинать	have dinner	V
4719	налогопла'тельщик	taxpayer	Nm
4720	запреща'ться	prohibit	V
4721	четвёрка	figure of four, group of four,  grade four	Nf
4722	су'пер	super, great	Nm
4723	уводи'ть	take away	V
4724	весы'	scale(s), balance	N-
4725	поперёк	across	Prep
4726	взросле'ть	mature	V
4727	посереди'не	in the middle	Adv
4728	выздора'вливать	recover	V
4729	обме'нивать	exchange	V
4730	безрабо'тный	unemployed	Nm
4731	сгиба'ть	bend	V
4732	переку'сывать	have a snack, eat	V
4733	прибива'ть	fasten (by nailing)	V
4734	ода'лживать	lend, borrow	V
4735	спонта'нный	spontaneous	A
4736	вычёркивать	strike out	V
4737	общи'тельный	sociable	A
4738	выключа'тель	switch	Nm
4739	просту'да	cold	Nf
4740	бинт	bandage	Nm
4741	загла'вие	title	Nn
4742	восьмидеся'тый	eightieth	Num
4743	переска'зывать	retell	V
4744	шестьсо'т	six hundred	Num
4745	распрода'жа	clearance sale	Nf
4746	се'меро	seven (people)	Num
4747	творо'г	cottage cheese	Nm
4748	смета'на	sour cream	Nf
4749	аплоди'ровать	applaud, cheer	V
4750	гель	gel	Nm
4751	ко'микс	comics	Nm
4752	мёрзнуть	freeze	V
4753	ме'рить	measure, try	V
4754	спортза'л	gym	Nm
4755	мочи'ть	soak, kill (slang)	V
4756	пре'сный	flavourless, fresh (water)	A
4757	като'к	ice rink	Nm
4758	семёрка	figure of seven, seven	Nf
4759	отправи'тель	sender	Nm
4760	апартаме'нты	apartment	Nm
4761	девятна'дцатый	nineteenth	Num
4762	трудолюби'вый	hard-working	A
4763	суши'ть	dry, air	V
4764	купа'льник	swimming costume, bikini	Nm
4765	гольф	golf	Nm
4766	загора'ть	sunbathe	V
4767	семна'дцатый	seventeenth	Num
4768	девяно'стый	ninetieth	Num
4769	чуде'сно	wonderful(ly)	Adv
4770	схва'тывать	grab, apprehend, catch	V
4771	зонт	umbrella	Nm
4772	пятидеся'тый	fiftieth	Num
4773	пе'рсик	peach	Nm
4774	шампу'нь	shampoo	Nm
4775	умыва'ться	have a wash	V
4776	баскетбо'л	basketball	Nm
4777	девятьсо'т	nine hundred	Num
4778	паркова'ть	park	V
4779	прилага'тельное	adjective	Nn
4780	свёкла	beetroot	Nf
4781	девя'тка	figure of nine, nine	Nf
4782	враща'ть	rotate	V
4783	кавы'чка	quotation mark	Nf
4784	клубни'ка	strawberry	Nf
4785	вноси'ться	be introduced, be made	V
4786	дыря'вый	holey, having holes	A
4787	заму'жний	married (woman)	A
4788	модифици'ровать	modify, change	V
4789	обнажа'ть	uncover	V
4790	пижа'ма	pyjamas	Nf
4791	всеобъе'млющий	universal	A
4792	кле'точка	checked, cell	Nf
4793	космодро'м	cosmodrome	Nm
4794	павли'н	peacock	Nm
4795	самодержа'вие	autocracy	Nn
4796	тормозно'й	brake	A
4797	у'ксус	vinegar	Nm
4798	экзо'тика	exotica	Nf
4799	блю'дце	saucer	Nn
4800	выполза'ть	crawl out	V
4801	конспе'кт	summary	Nm
4802	ли'фчик	bra	Nm
4803	мину'точка	minute (diminutive)	Nf
4804	отдыха'ющий	holidaymaker	Nm
4805	перекры'тие	ceiling, overlap	Nn
4806	трансли'роваться	be transmitted	V
4807	хмель	hops	Nm
4808	во'рох	pile	Nm
4809	подви'жность	mobility	Nf
4810	поутру'	in the morning	Adv
4811	приба'вка	addition, rise	Nf
4812	штурва'л	steering wheel	Nm
4813	повседне'вность	everyday life	Nf
4814	поны'не	to this day, still	Adv
4815	синхрониза'ция	synchronization	Nf
4816	числово'й	numerical	A
4817	швейца'р	porter	Nm
4818	штукату'рка	plaster	Nf
4819	экстреми'стский	extremist	A
4820	анти'чность	antiquity	Nf
4821	брази'льский	Brazilian	A
4822	захлёбываться	choke, gasp	V
4823	мимохо'дом	in passing	Adv
4824	перебро'ска	transfer, deployment	Nf
4825	пе'шка	pawn	Nf
4826	политехни'ческий	polytechnic	A
4827	по'ртиться	deteriorate, be spoiled	V
4828	предохрани'тель	fuse	Nm
4829	сбо'рище	crowd, mob	Nn
4830	сде'рживание	containment, deterrence	Nn
4831	скандина'вский	Scandinavian	A
4832	СМС	SMS	Nf
4833	сторожи'ть	guard	V
4834	сце'нка	sketch, skit	Nf
4835	шля'ться	hang around, gallivant	V
4836	карто'фельный	potato	A
4837	конфе'тка	sweet	Nf
4838	кровяно'й	blood	A
4839	марихуа'на	marijuana	Nf
4840	обнима'ться	hug	V
4841	расплы'вчатый	vague	A
4842	репродукти'вный	reproductive	A
4843	су'мрачный	gloomy	A
4844	царе'вна	tsarevna, princess	Nf
4845	во'льность	freedom	Nf
4846	времена'ми	at times, sometimes	Adv
4847	заправля'ть	fuel	V
4848	комо'д	chest of drawers	Nm
4849	космополи'т	citizen of the world,  cosmopolitan	Nm
4850	ми'зерный	measly	A
4851	мураве'йник	anthill	Nm
4852	перегово'рный	communication device,  intercom	A
4853	радиоприёмник	radio	Nm
4854	рассека'ть	cross, dissect	V
4855	спада'ть	ease off	V
4856	бегемо'т	hippopotamus	Nm
4857	воодушевле'ние	enthusiasm,   inspiration	Nn
4858	вселя'ть	inspire, move	V
4859	лингви'ст	linguist	Nm
4860	ме'бельный	furniture	A
4861	мести'	sweep	V
4862	наём	hire, rent	Nm
4863	обою'дный	mutual	A
4864	пови'нность	(military, feudal) duty	Nf
4865	сцени'ческий	stage	A
4866	созида'ние	creativity	Nn
4867	глуби'нка	backwater	Nf
4868	дви'жущий	driving	A
4869	зати'шье	calm	Nn
4870	кульмина'ция	culmination	Nf
4871	переступа'ть	go over, overstep	V
4872	презри'тельный	contemptuous	A
4873	у'сики	moustache, antenna	Nm
4874	фанто'м	phantom	Nm
4875	ши'бко	very (dialect)	Adv
4876	апелли'ровать	appeal, call on	V
4877	була'вка	pin	Nf
4878	насчи'тывать	count	V
4879	пыхте'ть	puff, pant	V
4880	рукопожа'тие	handshake	Nn
4881	точи'ть	sharpen	V
4882	ту'мбочка	bedside	Nn
4883	хло'пец	boy (dialect)	Nm
4884	щекота'ть	tickle	V
4885	а'йсберг	iceberg	Nm
4886	атеи'зм	atheism	Nm
4887	бри'ться	shave	V
4888	ветчина'	ham	Nf
4889	выведе'ние	raising, breeding, removal,  elimination	Nn
4890	вя'зкий	thick, viscous, sticky	A
4891	замо'рский	foreign, overseas	A
4892	инвали'дность	disability	Nf
4893	килова'тт	kilowatt	Nm
4894	недостижи'мый	unattainable	A
4895	поря'дочность	decency	Nf
4896	пресече'ние	restraint, constraint	Nn
4897	рада'р	radar	Nm
4898	распя'тие	crucifixion, crucifix	Nn
4899	столбе'ц	column	Nm
4900	блинда'ж	bunker	Nm
4901	квас	kvass (Russian drink)	Nm
4902	кла'стер	cluster	Nm
4903	отве'сный	sheer, vertical	A
4904	пле'сень	mould	Nf
4905	разоблачи'ть	expose, reveal	V
4906	реалисти'чный	realistic	A
4907	самоуве'ренный	(self-) confident,  assertive	A
4908	сде'ржанность	restraint	Nf
4909	слепота'	blindness	Nf
4910	спазм	spasm	Nm
4911	трево'житься	worry	V
4912	тюльпа'н	tulip	Nm
4913	усма'тривать	see, perceive	V
4914	черне'ть	turn black	V
4915	янта'рный	amber	A
4916	ареста'нт	convict, prisoner	Nm
4917	ве'нчурный	venture	A
4918	вы'учиться	learn	V
4919	дешеве'ть	become cheaper	V
4920	империалисти'ческий	imperialist	A
4921	каче'ли	swing	N-
4922	морга'ть	blink	V
4923	му'мия	mummy	Nf
4924	надави'ть	press, put pressure on	V
4925	непристо'йный	obscene	A
4926	неуклю'жий	clumsy	A
4927	отве'дать	taste, partake of	V
4928	плеть	whip, vine	Nf
4929	утомля'ть	tire, tire out	V
4930	худо'жница	artist (female)	Nf
4931	колыха'ться	sway, flicker	V
4932	насмотре'ться	see enough	V
4933	неве'сть	nobody knows, God knows	Adv
4934	обма'нчивый	deceptive, false	A
4935	перебега'ть	run over, run across	V
4936	ска'тываться	roll down, slide down	V
4937	сыно'чек	son (affectionate)	Nm
4938	паде'ж	case	Nm
4939	поно'с	diarrhoea	Nm
4940	свини'на	pork	Nf
4941	со'тый	one-hundredth	Num
4942	чернови'к	draft	Nm
4943	врата'рь	goalkeeper	Nm
4944	сли'вочный	creamy	A
4945	поте'ть	sweat	V
4946	на'сморк	head cold, runny nose	Nm
4947	четы'рнадцатый	fourteenth	Num
4948	ю'зер	PC user	Nm
4949	программи'ровать	program	V
4950	прикрепля'ть	attach, put	V
4951	передвига'ть	move	V
4952	пятна'дцатый	fifteenth	Num
4953	бо'дрствовать	keep awake	V
4954	восемна'дцатый	eighteenth	Num
4955	не'мка	German (female)	Nf
4956	автоотве'тчик	answering machine	Nm
4957	сороково'й	fortieth	Num
4958	простуди'ться	catch cold	V
4959	трина'дцатый	thirteenth	Num
4960	прича'стие	participle, communion	Nn
4961	шестна'дцатый	sixteenth	Num
4962	позапро'шлый	before last	A
4963	вопроси'тельный	question	A
4964	санда'лии	sandals	Nf
4965	местоиме'ние	pronoun	Nn
4966	многоэта'жный	multi-storey	A
4967	пи'ксель	pixel	Nm
4968	дорожа'ть	get more expensive, go up	V
4969	логи'н	username	Nm
4970	ды'ня	melon	Nf
4971	фи'тнес	fitness	Nm
4972	семьсо'т	seven hundred	Num
4973	оса'дки	precipitation	N-
4974	сковорода'	pan	Nf
4975	я'сли	nursery	N-
4976	страхова'ть	insure	V
4977	волейбо'л	volleyball	Nm
4978	тю'бик	tube	Nm
4979	аллерги'ческий	allergic	A
4980	умножа'ть	multiply	V
4981	восемьсо'т	eight hundred	Num
4982	кле'ить	glue	V
4983	мандари'н	mandarin	Nm
4984	транскри'пция	transcription	Nf
4985	гомосексуа'льный	homosexual	A
4986	чаевы'е	tip	N-
4987	бюстга'льтер	bra	Nm
4988	консульти'ровать	consult	V
4989	разме'нивать	change (money)	V
4990	бо'улинг	bowling	Nm
4991	по'зже	later	Adv
4992	переспра'шивать	ask again	V
4993	восклица'тельный	exclamation	A
4994	застёжка	fastener	Nf
4995	пла'стырь	patch, plaster	Nm
4996	банкома'т	cash machine	Nm
4997	сма'йлик	smiley	Nm
4998	гла'сный	vowel	A
4999	жалюзи'	window blind	Nn
5000	жиле'тка	waistcoat	Nf
